Unnamed: 0_x,starname,Teff,err_Teff,logg,err_logg,FeH,err_FeH,X2,cz,err_cz,chi2,l,b,SNR_4000_4100,SNR_5000_5100,rv,double
14,Pristine_164727.33-291834.8,5514.05904652,32.0563637445,3.5572976,0.090248849,-2.4104054,0.045270291,0.827867,1.2081517,4.3436624,-3.1289999999999996,-7.658031272581412,10.161925369097506,21.638242885044647,50.140583819653614,-250.1598,no
15,Pristine_165332.89-285631.5,5003.35266645,41.9221245841,2.390477,0.10196713,-1.5638376,0.04984979,0.816508,-1.0802833,2.666914,-3.083,-6.522519929714235,9.353740755515997,15.53219107694404,54.68243117559525,-19.2255,no
16,Pristine_164444.11-294355.5,4844.29450152,22.321213226100006,3.150819,0.046799451,-0.58297141,0.024101924,1.00304,11.648443,1.0825403999999998,-2.708,-8.371539919311488,10.35085879414597,23.277393754706324,65.92035337936046,-58.6392,no
17,Pristine_171143.81-291344.1,5407.52239885,443.53645204699995,1.7735044999999998,1.258449,-0.43007253,0.54139565,0.643936,-11.356797,20.810422,-2.479,-4.341502189343089,6.008758951926754,-0.2900984446207682,4.475286413122106,-17.1704,no
18,Pristine_165738.44-253126.4,5574.70343836,17.7626641245,2.8021041,0.047795672,-1.2269058000000002,0.024478386,1.13631,25.65624,1.4534007,-3.15,-3.21188092485761,10.726278924920305,35.4629872081044,84.77528686523438,-105.2409,no
19,Pristine_165947.52-245125.9,5646.58321216,35.4370384446,3.6261165,0.074297895,-0.46342327,0.038438598,0.807613,25.592714,2.2027545,-3.0410000000000004,-2.3717626042947586,10.739129574948988,13.726400254647947,48.34445716594828,-113.2126,no
20,Pristine_183135.91-264352.2,4810.77801741,20.6319057245,1.7161339,0.051068798,-1.6980489,0.026072668,1.26971,2.3406691000000004,1.1881909,-3.306,6.851089234102195,-7.8384801665032064,29.85032033396291,112.47759271978022,-37.2627,no
21,Pristine_165700.54-284951.9,4883.29267596,41.1601504649,1.9668764,0.1048114,-1.8140972,0.04961075400000002,0.817025,9.9420275,2.4662182,-3.096,-5.961593167376861,8.825132489809368,16.00923213252315,63.9441084428267,-357.1971,no
22,Pristine_165222.45-301532.4,5140.77024328,27.8542011854,2.6818275000000003,0.079180689,-2.1058219,0.034207936,0.8775459999999999,1.5925527,2.4167282,-3.4019999999999997,-7.727829915952497,8.735247606925945,33.272933799342105,65.93987557057585,268.8735,no
23,Pristine_183130.17-254858.0,4975.10174182,38.9118590867,1.9990836,0.094669069,-1.5271538999999998,0.046352184000000005,0.8359209999999999,-15.928146,2.1093025,-3.07,7.66728530746428,-7.410296792873021,14.652023513595779,62.34351140802557,0.2332,no
24,Pristine_170911.32-262229.4,5123.89924769,74.2497176781,2.5399667,0.19020121,-2.1565199,0.08601428900000001,0.727313,25.072794,4.7822293,-3.0610000000000004,-2.3395604890488357,8.133610308829773,9.707881778865666,34.68381510416667,28.4393,no
25,Pristine_170731.81-254329.9,5459.11736003,56.9349709842,2.8911617,0.13246585,-1.0339733,0.070466221,0.6903279999999999,16.532367,4.1601689,-3.031,-2.0278310047704617,8.816261478134276,10.849256896972657,32.36719027432528,139.248,no
26,Pristine_165150.23-265619.5,5759.97319481,13.9678083612,2.8978774,0.043274728,-1.2972433,0.021379866,1.12254,8.3318781,1.3015633999999998,-3.27,-5.161723168200809,10.890512072232742,44.09227174192994,95.2880394345238,161.4478,no
27,Pristine_170419.99-255823.9,5633.88197775,20.032860913900002,3.6174393,0.054161914000000005,-2.4789069,0.028853835,0.960148,32.359245,2.4362067,-3.0789999999999997,-2.6606022240704874,9.250433319833094,33.51714564732143,72.39219263980263,-159.2614,no
28,Pristine_165656.78-250826.0,5049.887273800001,8.48610318275,2.5649696,0.028030848,-2.8,-0.0,2.01343,39.36748400000001,1.0190043,-3.852,-2.9976097012068976,11.083176154190653,84.66486944901315,172.58955891927087,247.1176,no
29,Pristine_183436.40-270037.4,5036.1752802,42.2199169932,2.4883999,0.10262982,-1.5716847,0.050640987,0.7819020000000001,-6.7307283,2.6623274,-3.063,6.898779483084892,-8.563575719071352,16.093034224076703,50.46004231770834,11.2015,no
30,Pristine_165906.38-245027.2,4555.6773347,8.83678512383,2.7857509,0.023521771,-0.39099503,0.010029941,1.97823,13.307815,0.47308764,-2.615,-2.4534909242264007,10.873352865696347,30.244859483506946,126.28807532269022,5.3877,no
31,Pristine_164306.22-291243.5,5502.164284,22.4015543222,2.8700618,0.056701987,-1.3003673,0.030189277,1.08206,23.172173,1.767679,-3.065,-8.19562163961632,10.956334464380493,30.299029181985286,72.61922501929013,125.6813,no
32,Pristine_183435.63-261734.3,5513.55508456,11.6039267553,3.7712048,0.023741291,0.34760196,0.0099055749,3.02608,-4.9461132,0.63719328,-2.562,7.548270426811628,-8.244158356147098,35.80580403645833,96.68080950797872,-24.0591,no
33,Pristine_165531.19-301436.5,4950.94229464,33.7732838491,2.2914331000000003,0.08543414099999999,-1.6424417000000002,0.041754675,1.00135,11.482009,2.2267031000000004,-3.196,-7.289283606861317,8.212200952231923,21.91777600740132,61.76966751453488,97.0259,no
34,Pristine_183502.82-265009.8,5003.21207422,24.3624331448,2.4974952,0.058242898,-1.3842658,0.030128891,1.02399,0.14093467,1.5292136,-3.174,7.100780632496092,-8.574861542467827,28.177427634214745,78.66742498224431,36.3691,no
35,Pristine_171706.38-294243.0,5172.39908748,77.4990079378,2.2598777,0.18128073,-1.3831865,0.090262375,0.747254,45.823367,5.1270892,-3.048,-4.0559190954912765,4.775199852061126,7.294770643446179,31.812187280547754,-91.897,no
36,Pristine_170911.95-260537.3,5007.30988115,74.3742829712,2.699823,0.22556378,-2.655908,0.079738818,0.8222659999999999,20.146083,6.2260369,-2.903,-2.1077434304020812,8.296099270645266,9.72555499009683,39.80787230073736,-138.9119,no
37,Pristine_165537.79-275031.2,4868.4300868,40.3021907162,1.5417899,0.093268365,-1.518618,0.051272654,0.776474,9.2985968,2.5479074,-3.003,-5.35796857106493,9.670966202106367,17.79542595358456,52.503791360294116,148.1236,no
38,Pristine_164413.39-293910.2,5114.87223715,29.1205498458,2.9225552,0.066206943,-1.3571966999999998,0.036245431,0.95723,11.645316,1.9539833,-3.082,-8.381721762214966,10.487035889698342,25.25525727143159,58.81849888392857,12.8136,no
39,Pristine_164557.91-300608.5,5156.46888703,37.2783244264,2.6516091,0.092275024,-1.7352612,0.045816561,0.901926,-6.5364508,2.8811056,-2.923,-8.488897485127211,9.909504244937118,19.09946261630969,57.114877352150536,4.5869,no
40,Pristine_171837.59-285605.1,5489.40911838,69.5572444759,3.0114089,0.15574391,-0.90237565,0.080954542,0.737722,19.851324,4.4686832,-2.969,-3.2260499983958653,4.948645886007822,7.863341449058219,27.52928736302761,-62.2773,no
41,Pristine_183801.47-265553.4,4832.4453395,24.612879539899996,1.8340402,0.065950933,-1.9015416,0.030589651,1.3343200000000002,37.75647100000001,1.5474457,-3.3310000000000004,7.3083612707881604,-9.213491465838311,37.669921875,89.25398936170212,6.7073,no
42,Pristine_171512.18-292821.6,5123.57491514,31.9184881067,2.5149895,0.077159906,-1.6293634,0.038468265,1.07021,4.2244409,2.151439,-3.103,-4.098939852491584,5.251244994008128,21.07461353058511,68.79632859002976,-74.3538,no
43,Pristine_183029.80-262232.1,5260.47865163,109.952810284,2.5195474,0.25116765,-0.90371687,0.11854646,0.7304579999999999,2.2828449,5.157414299999999,-2.495,7.0608046959476445,-7.459069989237733,3.9471632304944486,21.894227562881106,111.9422,no
44,Pristine_165152.75-284840.0,4881.67169189,30.7463472829,2.1925763,0.08065285700000001,-1.7228028999999998,0.038761744,1.16884,12.222964,2.1274718,-3.217,-6.648352020075323,9.721503858226098,24.114193725585928,66.72510285073139,-57.8439,no
45,Pristine_165730.57-253642.9,5516.34675265,17.0996694655,2.7016315,0.044290793,-1.1416337,0.022575868,1.12193,17.328872,1.2848792,-3.355,-3.301339325766492,10.696647871706986,35.017572874663976,96.10392960258152,15.1736,no
46,Pristine_183501.57-264107.3,4865.56391235,20.7745231854,2.0733775000000003,0.053912807,-1.5188121,0.026800402,1.1108,14.871795,1.260326,-3.299,7.235497448376473,-8.50427824568581,34.74655949519231,89.45395343223316,5.1884,no
47,Pristine_183219.22-255530.7,5540.09484704,15.8735717728,2.7729386000000003,0.040567067000000005,-1.1914287,0.020308063,1.29071,-13.613245999999998,1.1839796,-3.216,7.651815332716104,-7.62355835819731,33.977171479985955,111.34420572916666,127.2514,no
48,Pristine_165412.76-283707.6,5280.66597302,36.7862793722,2.6023385,0.094560758,-1.6615218999999997,0.046777911,0.8511540000000001,32.106572,2.9327477,-3.6889999999999996,-6.173705837374996,9.439173741531738,18.37434803355824,56.33049827398256,-140.5746,no
49,Pristine_171424.88-292814.0,4926.59766507,57.895055254700004,2.4349558,0.1428609,-1.5674621000000002,0.071238003,1.03201,55.944775,3.918071,-2.9160000000000004,-4.196928724798453,5.392401505039206,11.220239517536573,36.29978841145833,-29.5738,no
50,Pristine_164531.82-285858.3,4605.70531579,10.4675520826,2.8455419,0.026570107000000003,-0.16393187,0.010433134,1.77587,1.1685282,0.56248603,-2.736,-7.67167708894965,10.694198646873245,31.313955688476558,98.53709887432795,-143.3004,no
51,Pristine_165255.43-285718.8,4620.40387922,25.3360987268,1.3572791000000002,0.06505393799999999,-2.2888610000000003,0.031022547,0.995172,18.429463,1.6641302,-3.43,-6.618776539615112,9.4527815449121,28.96559808193109,99.8599800441576,169.4686,no
52,Pristine_170821.92-270326.9,5454.96455207,45.8629223596,2.9846896000000003,0.10830793,-1.2315777,0.05745297,0.78455,51.417674,3.4453508000000004,-2.958,-3.0068609174195444,7.882308915463767,13.27998074618253,40.66382649739583,27.9637,no
53,Pristine_171321.08-285401.4,4702.00503537,23.101228576399997,1.3946018,0.060197762,-2.620694,0.025304041,1.60689,26.063263,1.5822187,-3.355,-3.865533652228749,5.912205171528634,37.67997814360119,116.24677220394736,94.6458,no
54,Pristine_165513.73-285139.0,5174.91555435,37.5818252924,2.7813445,0.098844549,-1.963037,0.04704081,0.8318760000000001,-30.909271,2.9726291,-3.116,-6.227666721806713,9.11456505685732,19.484575875197784,54.27855042205461,141.1954,no
55,Pristine_171522.24-285742.2,4846.4056205,63.6109567218,1.8999951,0.16000337,-1.3777808,0.081099932,0.765362,-14.803871,3.9071123,-3.44,-3.658732014987663,5.516435480576866,9.651244363667052,32.862369618517285,-11.6919,no
56,Pristine_165856.44-291855.2,5025.82299693,39.594650899899996,2.2728997000000004,0.099918392,-1.7134988999999998,0.048073212,1.03049,26.6521,2.5681756,-2.256,-6.088681472870633,8.195179790052894,20.17544216579861,53.08536044034091,26.7312,no
57,Pristine_165811.20-242203.5,4966.24946797,31.691061205700002,2.3499475,0.076449641,-1.3206444,0.038329215,0.925576,-0.84090546,1.8224711,-3.1069999999999998,-2.1960121671432367,11.324823063239718,19.259164249195774,65.36891771399456,44.9435,no
58,Pristine_165041.46-294632.7,4873.56119314,102.871103604,2.0742882,0.27210336,-1.9807925,0.12378411,0.965923,18.183988,7.0723907000000015,-2.6260000000000003,-7.5764523403645985,9.321703817724988,7.321598815917969,25.275518798828124,-230.4415,no
59,Pristine_164918.74-264823.1,4982.31240201,64.0417074057,2.0859655,0.15902336,-1.6297807,0.076952585,0.841081,23.065956,3.800155,-2.8739999999999997,-5.41233226038804,11.414036479772575,11.523217970325101,36.500331921523866,-78.501,no
60,Pristine_165612.78-270623.9,5119.05433101,20.8234964991,2.2498131000000003,0.051536961,-1.4769707,0.025646802000000003,1.29671,-8.600494,1.2510325,-3.16,-4.6873070416093015,10.018601796551973,36.3341552734375,94.97736922554348,-42.0458,no
61,Pristine_170730.02-270557.2,4906.6867663,48.4506998675,2.0313789,0.12216805,-1.7144973,0.058519055,0.911937,29.482413,3.1566607,-2.8489999999999998,-3.1553494599750707,8.013418136650639,13.652547200520836,52.92030795784883,-366.3401,no
62,Pristine_164425.95-302958.0,5699.63775472,65.79837997060001,3.4551086000000004,0.17158696,-2.4043733,0.099308341,0.757228,-14.628713,7.5797953,-2.57,-9.01355811620516,9.910751137851596,10.13908588455384,26.59351762518825,-125.0074,no
63,Pristine_171626.72-281732.5,4840.73138065,129.998263479,2.2461544,0.3284415,-0.62919706,0.16137264,0.719449,151.99613,10.862745,-2.795,-2.972352655091868,5.708909800166925,3.5174340142144103,14.942593661221592,-190.0805,yes
64,Pristine_171731.01-294344.7,4833.28625815,89.5892862507,1.9659322,0.22108472,-1.403346,0.11213532,0.718663,-11.274422,4.4937707,-3.025,-4.018656096920665,4.692387111577259,5.995384020683093,23.35589665238575,-19.7818,no
65,Pristine_183055.84-260954.6,4894.51808667,93.7537078747,1.7503974999999998,0.22357039,-1.5389852,0.11222489,0.726328,14.036816,4.7765081,-2.515,7.2944852147518695,-7.45172244244703,4.686544418334961,27.48441788956925,81.7871,no
66,Pristine_165419.81-284110.3,4635.86368293,10.275691586599999,2.2526287,0.02805926,-0.75060442,0.013970782,2.50655,33.472806,0.58672143,-3.068,-6.21134304790138,9.377280299932996,38.82004196579392,127.76707338483143,84.2543,no
67,Pristine_171444.61-294237.4,5229.38259803,110.897273612,2.9860848,0.25072709,-1.4530719,0.13275135,0.663492,-2.1424944,10.271189,-3.095,-4.351683757927958,5.195208454236714,3.95120591383714,22.39750027126736,114.0818,no
68,Pristine_170024.69-253118.4,5034.90078553,41.0762119427,2.4115227000000004,0.11886002,-2.3714685,0.045305514000000005,0.854922,16.223428,2.9985264,-3.182,-2.827273634374308,10.228548705954836,24.867825137867648,56.1840449465981,75.0992,no
69,Pristine_165559.84-272546.1,4893.29754607,15.1542554829,2.1125958,0.039695468,-1.6637591,0.019318949,1.37852,26.163787,0.99972417,-3.44,-4.976468404445769,9.859244293977973,52.85301672894022,127.38102583451705,-199.7351,no
70,Pristine_165515.48-290459.1,5129.77768003,28.548638051799998,2.6555669,0.072486544,-1.8350304,0.034970773,0.948933,-7.109404799999999,2.0647456,-3.136,-6.400987288255293,8.97265674882567,23.92564019097221,73.96457648026316,120.9661,no
71,Pristine_183414.99-265419.3,4963.93970601,26.3358177305,2.0125595,0.068425569,-2.016944,0.031274507,1.08445,1.3690881,1.6413671000000003,-3.333,6.95860756833198,-8.445879716062592,33.984523042719424,96.60971422697368,-71.87,no
72,Pristine_165000.34-270032.1,5259.79641179,44.1242591778,2.522215,0.10284873,-1.0554604,0.050848315,0.8456739999999999,-0.20873472,2.7070538,-2.8480000000000003,-5.4757412134093775,11.166992314928613,12.786835075827206,49.62270189368206,43.611000000000004,no
73,Pristine_165445.39-302023.4,5010.72402698,21.809289723400003,2.3716522,0.053873798,-1.5367681999999998,0.027209826,1.05251,3.5631176,1.3631024,-2.9810000000000003,-7.468754006495602,8.282133670112923,34.57709478021978,86.80596245659723,52.5338,no
74,Pristine_164608.02-285425.9,4918.21038289,21.8328028711,1.8581609,0.055583113,-1.7562896,0.027159882000000003,1.144,0.33642759,1.3790013,-3.576,-7.526948936464407,10.640173152496825,41.25723741319445,102.54207710597828,-9.7302,no
75,Pristine_170813.33-265731.4,5418.38348528,36.1660383258,2.6202439,0.09005067,-1.018277,0.045857717,0.922804,-10.410106,2.8289081,-3.1210000000000004,-2.9451134828522068,7.966142964077988,17.268472290039064,51.51043991815475,104.5649,no
76,Pristine_165520.54-241052.9,5109.97760191,86.4469972755,2.4322682,0.20220101,-0.91289303,0.10251382,0.755075,-3.3059699,4.1059625,-2.853,-2.443863519044441,11.954068590594346,7.872442948190789,22.409359886532737,-40.1551,no
77,Pristine_165352.87-294022.2,5229.3245522,21.1768315882,2.4164443,0.054056976,-1.5029396000000002,0.027204731,1.06138,0.46526982,1.4756493,-3.2489999999999997,-7.05793880264423,8.844071081860394,37.83306088654891,82.30161981997283,24.1691,no
78,Pristine_165006.03-264825.5,4661.39528647,14.9426738633,1.4296094,0.036510521,-1.8521149,0.019689583,1.33979,12.575104,0.85815872,-3.392,-5.301215302437015,11.275977951619515,43.01884820488062,145.63592722039473,21.68,no
79,Pristine_183123.26-263044.2,5745.88083184,41.3528185202,3.32507,0.10007908,-1.1004816000000002,0.053249772,0.866822,10.602532,3.3022556000000005,-2.8169999999999997,7.027543111007821,-7.698603013623477,10.350968955219656,44.59622124565972,-66.5204,no
80,Pristine_170432.86-253034.0,4985.82567213,28.4758401987,2.6205758,0.064904765,-0.61624773,0.033196154,0.850677,23.026243,1.4529139,-2.9760000000000004,-2.2529037644400773,9.486414289320825,20.74588639768836,59.529345703125,-24.7714,no
81,Pristine_170006.47-242657.1,5154.76134732,13.3273907807,2.4190341,0.033404605,-1.4934425,0.017048634,1.49919,39.373807,0.90480375,-3.3080000000000003,-1.995279193513852,10.925892557757397,57.966748046875,134.71212635869566,-105.0187,no
82,Pristine_171347.28-292930.3,5824.33494859,26.7413074731,3.6594067,0.06242754,-0.4845677,0.033419419,0.898174,48.65646,2.3306514,-3.06,-4.293735769212674,5.491202757453992,20.67089549604669,57.40243094308035,-131.2721,no
83,Pristine_171926.62-282150.1,5425.67231629,54.4392530318,2.783798,0.13525495,-1.5383155000000002,0.069750891,0.913851,48.485779,4.3507503,-3.0869999999999997,-2.6525744832450187,5.1265602838898365,10.811807541620164,37.0873291015625,-70.8219,no
84,Pristine_165800.98-253451.2,5005.26381175,12.2292662627,2.424249,0.031938973,-1.8168032,0.014988713,2.08771,22.041625,0.83848837,-3.5,-3.2058824371378587,10.624392230693497,64.74579863495879,156.85308388157895,165.5112,no
85,Pristine_164751.22-290806.0,4752.118511399999,16.6564481427,1.72984,0.043590986,-1.5820003,0.022316755,1.38292,7.2053287,1.0205213,-3.491,-7.464683041219758,10.204825012723736,42.28950314405488,114.63046459441489,-293.3417,no
86,Pristine_165016.48-293114.5,4845.90598184,284.78670641400004,2.6424861,0.75904777,-1.9891355,0.35424695,0.81862,-1.1923853000000002,33.110027,-2.222,-7.4323709385830625,9.551995735120396,2.1878105071653797,8.935444871040241,-129.5022,no
87,Pristine_164315.00-300313.5,5837.71773127,23.2862010156,4.07448,0.046294787,-0.13926726,0.024110127,0.9004620000000001,-11.494113,1.4458726,-2.8680000000000003,-8.832234989472056,10.392379150592618,23.808443735881024,62.01129946501359,15.1181,no
88,Pristine_164841.39-265433.3,4480.87581176,16.1174590617,1.0508554,0.034143867,-1.6499537,0.023890933,1.20711,-0.55411339,1.1653915,-3.3810000000000002,-5.582701086550003,11.458378058373265,28.27384636201054,84.20951807776162,93.0233,no
89,Pristine_165433.18-293642.9,4903.13610107,10.2791167125,2.213498,0.026591545,-1.4692972,0.013320992,2.01858,-0.84852285,0.65053841,-3.673,-6.918081564960346,8.767138637112753,73.71212842987805,168.41692483836206,-27.5091,no
90,Pristine_165946.83-253337.0,4793.80769257,24.181619307600002,1.7680796000000003,0.066130637,-2.2002095,0.028031836,1.05484,17.112154999999998,1.5044004,-3.62,-2.945393197482076,10.319283792493419,40.754506212599736,108.46651637300532,-216.2958,no
91,Pristine_170404.49-254903.3,4644.25244162,25.344045494699998,1.5475369,0.075024409,-2.7108111,0.024909445,1.0546799999999998,24.015149,2.0244475,-3.353,-2.5685085365728355,9.389595316875516,35.470041674236924,95.47082648026316,-9.6006,no
92,Pristine_171308.52-291407.9,4750.29974857,34.599707256100004,1.5948156999999998,0.085510272,-1.8504704,0.044049992,1.00334,-2.8792203,2.0240904,-3.239,-4.166399629796274,5.754645147934716,19.22858820734797,67.88711376404493,-11.2075,no
93,Pristine_165318.73-295023.9,4971.04818864,16.4085380152,2.315317,0.043707112,-1.8600112,0.020140805,1.4417799999999998,25.145089,1.1628365,-3.437,-7.2681352290886725,8.837212410474534,51.111577690972226,119.99411984707449,-19.5341,no
94,Pristine_170953.10-262210.9,4512.81722798,60.6607044929,1.209186,0.17341826,-2.8,-0.0,0.688553,40.608123,8.3947802,-2.9130000000000003,-2.2432964265980218,8.010047697985886,7.277079512433307,26.23888708043981,-119.0128,no
95,Pristine_183126.74-254714.7,5098.71231716,55.0460782013,2.7004815,0.13438214,-1.822797,0.065487086,0.756373,26.719815000000004,3.9024727,-2.786,7.687342960559933,-7.385939285861741,10.378023814006024,43.290457218251326,32.3902,no
96,Pristine_165727.76-300514.4,5466.18657696,28.06922658380001,2.7397714,0.071535967,-1.1682691,0.03686394,0.894333,6.0925160000000025,2.1783687,-2.908,-6.9039521393762575,7.9772830523472775,23.133791775173613,59.71179855510753,-52.8373,no
97,Pristine_183030.50-255958.3,4962.99466186,118.129307952,2.6350701,0.33276966,-2.4447079,0.12944442,0.7751319999999999,22.933608,10.338819,-2.5989999999999998,7.400863699905256,-7.292665523815384,5.2139743711890265,22.15959781339799,172.2448,no
98,Pristine_170803.47-261338.0,5624.39800493,29.5808590221,3.5328396,0.062662778,-0.18316956,0.030851604,1.01653,-1.4311238000000002,1.9554799,-2.946,-2.368741677959065,8.425479949491374,16.521470811631943,54.27429729959239,34.2272,no
99,Pristine_165424.73-275453.6,5144.43743392,21.6213588238,2.7133441,0.055458741,-1.7191022,0.027246783,0.922753,32.455361,1.7052846000000002,-3.221,-5.584065675436079,9.838501098095593,34.76137473366477,87.66426866319445,23.2973,no
100,Pristine_183202.98-254007.7,4725.03194145,15.531189831199999,1.4147079,0.036124957,-1.6120089,0.020326086,1.33685,7.803277799999999,0.87364811,-3.54,7.8557124297892305,-7.454476929557583,42.030797887731474,125.14947916666668,-73.8755,no
101,Pristine_165640.58-252750.7,4874.60814652,22.771104567,2.1493811000000003,0.05719275400000001,-1.3765763999999998,0.028669869,0.959726,16.973692,1.2972213,-3.2030000000000003,-3.2975015958255085,10.935734559585347,27.26205549568965,87.28344452247191,-38.3946,no
102,Pristine_183500.65-265137.0,5665.93098633,36.662327530700004,2.9292235,0.097373465,-1.0103782,0.049580278,0.809388,-7.5198156,3.058088,-3.114,7.0751954769179415,-8.578289552604277,15.904054299379007,41.60719496783089,128.6871,no
103,Pristine_183437.66-252844.5,4611.81791543,41.4864740368,1.3900845,0.10038468,-1.6963374,0.057975059,0.7842020000000001,-1.2077178,2.5830423,-3.052,8.288541272779586,-7.890356177616121,11.485359567110656,49.62253664852528,-333.8762,no
104,Pristine_183523.01-270534.4,5257.99681739,27.274047894899997,2.3173322,0.068078996,-1.1821197,0.033924347,0.964601,12.647304,1.6404922999999998,-3.213,6.90084888943354,-8.755194300854338,24.24347005208333,69.46648550724638,-196.1958,no
105,Pristine_171141.70-291347.5,4706.18462336,38.7271715016,1.5128913999999998,0.099169002,-2.2740505,0.046056195,1.0822,49.436791,2.2713498,-3.6239999999999997,-4.346780769714201,6.014433229773005,20.796023346656977,70.02885014960107,104.5464,no
106,Pristine_171542.78-284203.9,4781.64734998,55.7799413058,1.7983107,0.14775461,-1.9663006,0.069582959,1.05737,16.207655,4.2074044000000015,-2.785,-3.4013371390180405,5.605451430559374,14.118239048549109,46.66062375332447,-79.5404,no
107,Pristine_171435.12-293315.5,4875.68701667,47.087687591999995,1.9956273,0.11910796,-1.6482703,0.058272977,1.01515,1.3978138999999998,2.8887169,-3.0269999999999997,-4.2438891655289135,5.313619175338705,13.848725109565553,48.88551682692307,-48.4773,no
108,Pristine_165315.87-280604.4,5006.41014841,27.302481341,2.4258219,0.073403963,-1.9547827,0.033623429,1.01636,1.5936117,1.9424497,-3.1310000000000002,-5.891547044964397,9.922921734893588,28.705840386284734,79.96227496603261,-68.8992,no
109,Pristine_171558.32-290155.0,4006.25953221,6.10992989737,0.48776831,0.031984476,-1.9990304,0.025847066,1.39906,20.850916,3.4941204,-2.9189999999999996,-3.640223612256193,5.368513518822179,11.674333639705882,46.15483940972222,-235.0663,yes
110,Pristine_165442.47-293115.7,4821.16124391,35.9314778573,1.8250388,0.092471983,-1.5213568000000002,0.046890514,0.995868,17.932879,2.3838331000000004,-3.102,-6.824729686687647,8.796851891054782,20.399182283425635,56.89470653044872,125.0562,no
111,Pristine_171713.72-291737.3,4625.85408535,45.2464641371,2.8274409,0.11150752,-0.36594974,0.047791234,1.10019,42.623876,2.3289241,-2.846,-3.6968991915447873,4.993559371261462,6.954528035996836,27.61885892427885,55.3996,no
